"","ENSEMBL","baseMean","log2FoldChange","lfcSE","pvalue","padj","GENENAME","SYMBOL","ENTREZID"
"29","ENSRNOG00000000111",361.316324880841,-0.190909802148057,0.206429659647103,0.0511120139644612,0.338415528120353,"coordinator of PRMT5 and differentiation stimulator","Coprs","290925"
"30","ENSRNOG00000000112",576.17760934065,0.00360901492216571,0.119264290191752,0.956291140929444,0.985818058627465,"chromosome alignment maintaining phosphoprotein 1","Champ1","306647"
"31","ENSRNOG00000000113",225.922075141382,0.0213325300119852,0.133906074380126,0.658909594240054,0.877340114348361,"elaC ribonuclease Z 1","Elac1","307604"
"32","ENSRNOG00000000121",387.786162547718,-0.209982395352724,0.209396423094858,0.0416592569844284,0.314106886716637,"phosphatidylinositol glycan anchor biosynthesis, class V","Pigv","366478"
"33","ENSRNOG00000000122",8161.84657688347,-0.087745877313999,0.123825287199173,0.255254263192091,0.62536470549644,"adenylate kinase 2","Ak2","24184"
"34","ENSRNOG00000000123",2669.14300678006,-0.0725390778562089,0.143271179775394,0.267281773759481,0.634036845520352,"ring finger protein 19B","Rnf19b","313806"
"35","ENSRNOG00000000124",31.8048540760181,0.0125103509402617,0.137942048921838,0.7110362264684,NA,"transmembrane protein 234-like","LOC103690615","103690615"
"36","ENSRNOG00000000127",869.44296634717,-0.073420046750445,0.144788242643159,0.256755414348137,0.626615303827126,"karyopherin subunit alpha 6","Kpna6","362607"
"37","ENSRNOG00000000130",354.820102065914,-0.0434591033519744,0.132881716910882,0.465177477388698,0.775682413955584,"DnaJ heat shock protein family (Hsp40) member B5","Dnajb5","313811"
"38","ENSRNOG00000000133",4551.63094525389,-0.0965943849340166,0.128885932883209,0.220794860111311,0.594915757680789,"thioredoxin domain containing 15","Txndc15","307180"
"39","ENSRNOG00000000137",903.343051307745,0.0939232687251195,0.171790927126778,0.103660518249952,0.453042226593358,"lymphocyte antigen 86","Ly86","291359"
"40","ENSRNOG00000000142",161.02457100047,0.0362640896504356,0.145524579899227,0.190920882037871,0.560937868903527,"plexin domain containing 2","Plxdc2","361282"
"41","ENSRNOG00000000145",223.853656910747,0.0180050999666618,0.13278497742896,0.713444472776043,0.894949903322527,"phosphoinositide-3-kinase regulatory subunit 3","Pik3r3","60664"
"42","ENSRNOG00000000150",2475.31683710797,0.0198751395183972,0.121255787339707,0.776727230944578,0.919281419239443,"DnaJ heat shock protein family (Hsp40) member C1","Dnajc1","100360412"
"43","ENSRNOG00000000151",330.014172420433,-0.0440403864911681,0.136508957604495,0.426555337549828,0.75456994151484,"low density lipoprotein receptor adaptor protein 1","Ldlrap1","500564"
"44","ENSRNOG00000000155",532.565594263194,0.0463257185660698,0.136411775022685,0.416943463550117,0.749516154428058,"component of oligomeric golgi complex 3","Cog3","361073"
"45","ENSRNOG00000000157",3122.20354079425,0.0160014325535511,0.125419897919768,0.796013901130587,0.926458624450188,"autophagy related 12","Atg12","361321"
"46","ENSRNOG00000000158",93.8955508799841,0.0108831513299496,0.134551038225952,0.802397846062985,0.929234002382981,"cysteine dioxygenase type 1","Cdo1","81718"
"47","ENSRNOG00000000161",801.352701251937,0.14084438800001,0.221313227665526,0.0468074897552381,0.328617843893463,"CHM Rab escort protein","Chm","24942"
"48","ENSRNOG00000000164",9371.20210245764,0.120314090578912,0.179487281442131,0.101229548076372,0.45003533880602,"lysosomal-associated membrane protein 2","Lamp2","24944"
"49","ENSRNOG00000000165",93.8770501968219,0.0363702778608191,0.140848305920127,0.400344269477651,0.738483394038085,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1","Pfkfb1","24638"
"50","ENSRNOG00000000166",385.283181518998,-0.0431094587620284,0.135627088396089,0.440885845297561,0.763649223816993,"apurinic/apyrimidinic endodeoxyribonuclease 2","Apex2","317628"
"51","ENSRNOG00000000167",1292.4202999698,-0.0126143515128164,0.140574928781659,0.549561018348606,0.823299290675089,"5'-aminolevulinate synthase 2","Alas2","25748"
"52","ENSRNOG00000000168",1678.58780691178,-0.0267469159096935,0.118785174116504,0.688279936742147,0.885775524362583,"glycine amidinotransferase","Gatm","81660"
"53","ENSRNOG00000000169",531.368721833767,-0.0812132971955343,0.126614113283212,0.282182205356253,0.648267915058028,"AFG2 AAA ATPase homolog B","Afg2b","691729"
"54","ENSRNOG00000000170",2343.69995286333,0.126735947863678,0.175923247825845,0.10250546888061,0.451743854984609,"solute carrier family 30 member 4","Slc30a4","64469"
"55","ENSRNOG00000000172",668.918053816195,-0.43521915617487,0.215614756707929,0.00286725746942546,0.0870982455504249,"sulfide quinone oxidoreductase","Sqor","691966"
"56","ENSRNOG00000000175",203.571169782433,-0.0210795556340554,0.133477486148731,0.661830460815656,0.878257898005543,"MIER family member 2","Mier2","362841"
"57","ENSRNOG00000000177",546.804570491561,-0.230780238537602,0.187015838965941,0.0300652062095106,0.271230089298953,"phospholipid phosphatase 2","Plpp2","246115"
"58","ENSRNOG00000000184",31.7942044820871,-0.0164827199344277,0.138911436705477,0.605023974758747,NA,"transmembrane serine protease 6","Tmprss6","315388"
"59","ENSRNOG00000000185",857.502899462294,-0.178051069130846,0.160477788288353,0.0590006686655871,0.36328967699173,"mercaptopyruvate sulfurtransferase","Mpst","192172"
"60","ENSRNOG00000000186",39.6101562106628,-0.040026357135122,0.148355190521114,0.0673488003215169,NA,"thiosulfate sulfurtransferase","Tst","25274"
"61","ENSRNOG00000000187",474.966912722994,0.00329569964357736,0.13557582443173,0.936504098800927,0.978898257000127,"colony stimulating factor 2 receptor subunit beta","Csf2rb","171081"
"62","ENSRNOG00000000195",3586.88207478982,0.131052834909714,0.183059099731163,0.0905116464316191,0.43062059950856,"von Willebrand factor A domain containing 5A","Vwa5a","301097"
"63","ENSRNOG00000000204",9972.75993495783,0.0818871402402709,0.128400217172562,0.229109423060802,0.603989160308502,"synaptotagmin binding, cytoplasmic RNA interacting protein","Syncrip","363113"
"64","ENSRNOG00000000219",1091.54541007099,-0.0649021798653731,0.118239640045098,0.382569847298618,0.725440076956619,"anoctamin 10","Ano10","301111"
"65","ENSRNOG00000000221",1347.60694982375,0.00498481056798905,0.126146745238398,0.933534349436544,0.97808763457534,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase","Abhd5","316122"
"66","ENSRNOG00000000230",1055.06728771869,-0.125577017622294,0.14274802189096,0.133950009015225,0.497073289647436,"lipase maturation factor 1","Lmf1","360495"
"67","ENSRNOG00000000231",61.4975679865149,-0.00600252344223735,0.139356993794777,0.803301218535868,NA,"potassium channel tetramerization domain containing 17","Kctd17","300317"
"68","ENSRNOG00000000236",4299.36629979285,0.180772168531703,0.152566007789547,0.0532510564551011,0.345782575087901,"zinc finger protein 207","Zfp207","303763"
"69","ENSRNOG00000000237",186.370109909415,0.0272036865058675,0.13944878480712,0.476903116998807,0.782947878804039,"similar to human chromosome 17 open reading frame 75","C10h17orf75","303764"
"70","ENSRNOG00000000239",5663.5102207442,0.00687532126792225,0.136098581680871,0.90230152856525,0.96666066648305,"C-C motif chemokine ligand 7","Ccl7","287561"
"71","ENSRNOG00000000244",682.651085242983,-0.0744407094031514,0.116416543861019,0.326367774379516,0.680964300827086,"coilin","Coil","50998"
"72","ENSRNOG00000000245",1243.38564273675,0.104194565390767,0.133910857918804,0.188506353670207,0.558277376708225,"solute carrier family 16, member 6","Slc16a6","303772"
"73","ENSRNOG00000000246",1439.09133691034,-0.0609369451186429,0.126038131256892,0.388328441598534,0.729372294571761,"archaelysin family metallopeptidase 2","Amz2","360650"
"74","ENSRNOG00000000247",735.182937952806,-0.0506811793209261,0.118969036994252,0.461826727864483,0.773750154507328,"major facilitator superfamily domain containing 11","Mfsd11","360667"
"75","ENSRNOG00000000248",10699.3160113172,0.0482295534222106,0.12094647648441,0.48114463407242,0.785664394989723,"serine and arginine rich splicing factor 2","Srsf2","494445"
"76","ENSRNOG00000000249",304.238444742759,-0.0840832061659425,0.138368873981975,0.249796606888228,0.62197266213442,"methyltransferase 23, arginine","Mettl23","287918"
"77","ENSRNOG00000000250",3335.88871768202,-0.0814025012522294,0.122725417450188,0.286236723150401,0.650070834443908,"jumonji domain containing 6, arginine demethylase and lysine hydroxylase","Jmjd6","360665"
"78","ENSRNOG00000000258",3189.03554953453,0.0101050580937142,0.0960386967825585,0.886920899229437,0.960577857470238,"protein arginine methyltransferase 7","Prmt7","361402"
"79","ENSRNOG00000000262",896.120273557981,0.143237663008923,0.152577012439831,0.1006699829736,0.449814660971127,NA,NA,NA
"80","ENSRNOG00000000264",174.031043594358,-0.0176925140897667,0.132658332573866,0.715737186916766,0.896142887636888,"differentially expressed in FDCP 8 homolog","Def8","307973"
"81","ENSRNOG00000000275",998.263930095972,0.0296635583808606,0.129127153589637,0.612445954266279,0.85299327480839,"family with sequence similarity 13, member C","Fam13c","294565"
"82","ENSRNOG00000000277",197.804412040926,0.0424407279699673,0.145421249611798,0.251279662528796,0.62197266213442,"tet methylcytosine dioxygenase 1","Tet1","309902"
"83","ENSRNOG00000000279",265.83019519134,-0.0301914251776169,0.12560276798665,0.626525568443125,0.859500373144352,"reticulon 4 interacting protein 1","Rtn4ip1","309912"
"84","ENSRNOG00000000283",454.626124074176,-0.0147679212400276,0.127762830153649,0.790662210893529,0.924284093393441,"ess-2 splicing factor homolog","Ess2","360741"
"85","ENSRNOG00000000288",121.947856700711,0.010082698503082,0.138935978554984,0.726971219530282,0.900284240607129,"scavenger receptor class F, member 2","Scarf2","287949"
"86","ENSRNOG00000000299",56.163196155881,0.0478345604874616,0.147976785586802,0.195691302064895,NA,"forkhead box O3","Foxo3","294515"
"87","ENSRNOG00000000302",800.805914643474,0.00265560898597301,0.109529706536184,0.970523066888772,0.991250434761581,"sestrin 1","Sesn1","294518"
"88","ENSRNOG00000000303",557.456184296888,0.111188665145382,0.138723625173585,0.167302264641395,0.536847881325334,"centrosomal protein 57-like 1","Cep57l1","294519"
"89","ENSRNOG00000000304",11257.4261837408,0.11034442796354,0.157534711796829,0.164461569862589,0.535017771525257,"CD164 molecule","Cd164","83689"
"90","ENSRNOG00000000306",332.45118912955,-0.0208857619913346,0.127263027304114,0.71803382599961,0.897154822912297,"sphingomyelin phosphodiesterase 2","Smpd2","83537"
"91","ENSRNOG00000000307",765.291257094371,0.0140876407365994,0.113917155974878,0.837523415684323,0.944021229620972,"microtubule associated monooxygenase, calponin and LIM domain containing 1","Mical1","294520"
"92","ENSRNOG00000000308",150.357642676958,-0.00866308032585672,0.126462936081132,0.877439278646761,0.957641191075247,"zinc finger and BTB domain containing 24","Zbtb24","365590"
"93","ENSRNOG00000000312",367.240929425891,0.000674641334890851,0.121613214399984,0.992553204546356,0.998151308556343,"FIG4 phosphoinositide 5-phosphatase","Fig4","309855"
"94","ENSRNOG00000000314",2595.70273674791,0.144843867682571,0.173170524626301,0.0913830456434994,0.432398788544829,"SEC63 homolog, protein translocation regulator","Sec63","309858"
"95","ENSRNOG00000000321",205.087375028604,-0.0123294319764221,0.140720797003947,0.540589234065427,0.819043837312918,"CD24 molecule","Cd24","25145"
"96","ENSRNOG00000000322",1308.97819246743,0.037596403701332,0.108036963648193,0.597843256960902,0.848472386000981,"autophagy related 5","Atg5","365601"
"97","ENSRNOG00000000323",525.818883557726,0.614708491474078,0.330030284682949,0.00216349337965435,0.0755563562189104,"PR/SET domain 1","Prdm1","309871"
"98","ENSRNOG00000000327",376.743353327892,0.0341627950563055,0.123629834341095,0.595720213718503,0.847442813568364,"HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1","Hace1","361866"
"99","ENSRNOG00000000340",19470.9433282409,-0.0437485014514693,0.101795107255958,0.546505944705344,0.821816164373311,"RNA transcription, translation and transport factor","Rtraf","302247"
"100","ENSRNOG00000000341",491.884350338396,0.0913181852967475,0.179225384107907,0.0401806358694085,0.308259123566857,"nidogen 2","Nid2","302248"
"101","ENSRNOG00000000368",12.6469126989649,-0.0186845993814868,0.141706237264925,0.366416032872877,NA,"glutamate ionotropic receptor kainate type subunit 2","Grik2","54257"
"102","ENSRNOG00000000373",21.0108725561059,0.0117818991132446,0.13944626962691,0.664608085266439,NA,"catenin alpha 3","Ctnna3","361839"
"103","ENSRNOG00000000383",44.7569260812783,-0.00236678695272873,0.141382579500062,0.601265781156656,NA,"myopalladin","Mypn","309760"
"104","ENSRNOG00000000387",801.583672030974,0.317419629801581,0.214476803911337,0.0109148602669384,0.174775927059203,"DNA replication helicase/nuclease 2","Dna2","309762"
"105","ENSRNOG00000000387",801.583672030974,0.317419629801581,0.214476803911337,0.0109148602669384,0.174775927059203,"solute carrier family 25 member 16","Slc25a16","361836"
"106","ENSRNOG00000000392",1233.39666878479,-0.0210412862615952,0.11365579644986,0.757572114914424,0.912184291101003,"Suv3 like RNA helicase","Supv3l1","294385"
"107","ENSRNOG00000000394",5076.31341616105,0.0235455321804908,0.134662900308898,0.627409005578,0.86009049109037,"serglycin","Srgn","56782"
"108","ENSRNOG00000000395",698.784577145965,0.118512173978136,0.145814072834349,0.145353669122255,0.511506697802923,"kinesin family binding protein","Kifbp","606294"
"109","ENSRNOG00000000396",1518.40523407285,0.0604205109167661,0.143229446571672,0.294755453759045,0.656453607403507,"DExD-box helicase 50","Ddx50","361848"
"110","ENSRNOG00000000397",1785.25979961758,0.339632752350292,0.221689794085994,0.00889252545877876,0.158934697563887,"cell division cycle and apoptosis regulator 1","Ccar1","361849"
"111","ENSRNOG00000000398",690.900059487785,0.13202822962208,0.176577164900527,0.097879625837446,0.442909197201639,"zinc finger containing ubiquitin peptidase 1","Zup1","294390"
"112","ENSRNOG00000000405",39.913961591579,-0.00379356089794455,0.141477699310582,0.250900979943089,NA,"vestigial-like family member 2","Vgll2","309772"
"113","ENSRNOG00000000407",54.3655374616627,-0.00343189049385369,0.135720757246254,0.925784177684767,NA,"discoidin, CUB and LCCL domain containing 1","Dcbld1","309773"
"114","ENSRNOG00000000408",737.635515317791,0.078488512106022,0.129881582795516,0.291365642267732,0.654157373214551,"golgi associated PDZ and coiled-coil motif containing","Gopc","309774"
"115","ENSRNOG00000000411",2723.94066019538,0.020106185374523,0.108184776434996,0.794009624564619,0.925824902413684,"NUS1 dehydrodolichyl diphosphate synthase subunit","Nus1","294400"
"116","ENSRNOG00000000414",92.3493951551024,0.016626546385199,0.139136060475082,0.598707024132707,0.849168988383066,"centrosomal protein 85-like","Cep85l","100365935"
"117","ENSRNOG00000000415",825.25704883546,0.048534521407681,0.109324400747676,0.502743605534079,0.799851306456888,"anti-silencing function 1A histone chaperone","Asf1a","294408"
"118","ENSRNOG00000000417",1309.15221789447,0.0269057622382606,0.123121050745388,0.685323637699772,0.884569728912299,"nuclear mitotic apparatus protein 1","Numa1","308870"
"119","ENSRNOG00000000420",3334.79579453047,-0.137870647615666,0.143873854836288,0.107555511617025,0.458887376012582,"negative elongation factor complex member E","Nelfe","294258"
"120","ENSRNOG00000000421",597.500764086174,-0.0194993637994961,0.12782409756701,0.730766235263344,0.902042824574285,"SKI2 subunit of superkiller complex","Skic2","294260"
"121","ENSRNOG00000000422",441.79358323235,-0.0728533737887953,0.125207961201742,0.324184972453468,0.678925727964743,"decapping exoribonuclease","Dxo","361799"
"122","ENSRNOG00000000431",2198.45516271282,-0.0509483188293206,0.124485008787544,0.448441486740188,0.765859223387612,"activating transcription factor 6 beta","Atf6b","406169"
"123","ENSRNOG00000000432",441.169949765865,-0.0654321369532406,0.144414771996446,0.273494596515733,0.639108370552468,"FKBP prolyl isomerase like","Fkbpl","406168"
"124","ENSRNOG00000000433",420.137028063882,-0.070886170050379,0.158392442582766,0.130256152181947,0.491373854404064,"proline-rich transmembrane protein 1","Prrt1","406167"
"125","ENSRNOG00000000435",933.649415228481,-0.312298985883683,0.239488393374595,0.0146539170239238,0.196428481043665,"palmitoyl-protein thioesterase 2","Ppt2","54398"
"126","ENSRNOG00000000436",110.793908889229,0.00224608769210336,0.135710124070857,0.956483565866893,0.985837895835105,"EGF-like-domain, multiple 8","Egfl8","406166"
"127","ENSRNOG00000000437",1906.33035250669,-0.0809962119332936,0.154895623387591,0.188968182782241,0.558462987673328,"1-acylglycerol-3-phosphate O-acyltransferase 1","Agpat1","406165"
"128","ENSRNOG00000000438",1130.23051412919,-0.33501124751285,0.206296204043504,0.00877492182836274,0.158073552240364,"ring finger protein 5","Rnf5","407784"
"129","ENSRNOG00000000439",63.2835663183815,0.0187117182833905,0.14026311834103,0.51056748774966,NA,"advanced glycosylation end product-specific receptor","Ager","81722"
"130","ENSRNOG00000000440",1151.06642393192,0.0141271229760537,0.115177966718653,0.839237673236297,0.944651551359766,"PBX homeobox 2","Pbx2","406164"
"131","ENSRNOG00000000441",1466.72981803542,-0.369640644800211,0.138555687963043,0.000778635442136234,0.0413075479230961,"G-protein signaling modulator 3","Gpsm3","406163"
"132","ENSRNOG00000000442",285.571936736607,-0.055524709307189,0.148395906084044,0.224012543723715,0.59882197940702,"notch receptor 4","Notch4","406162"
"133","ENSRNOG00000000451",23785.125544653,0.454732325601824,0.235010000128417,0.00268216632403302,0.0846616439311173,"RT1 class II, locus Ba","RT1-Ba","309621"
"134","ENSRNOG00000000454",101.841712002447,1.53884851661356,0.464031412174376,2.8797076418523e-05,0.00607138361157192,"RT1 class II, locus DOb","RT1-DOb","365542"
"135","ENSRNOG00000000455",1520.75840275048,-0.0328460605464159,0.122383377254573,0.61611844849479,0.854642772084772,"transporter 2, ATP binding cassette subfamily B member","Tap2","24812"
"136","ENSRNOG00000000456",9211.24445667099,-0.0469088953862278,0.123982992537048,0.486234244720062,0.789410867980409,"proteasome 20S subunit beta 8","Psmb8","24968"
"137","ENSRNOG00000000457",1781.5392220805,0.0135394022651778,0.130438348991519,0.79761270453518,0.926660588915777,"transporter 1, ATP binding cassette subfamily B member","Tap1","24811"
"138","ENSRNOG00000000459",3121.11282678122,-0.00598040657393307,0.132907543394723,0.89199433395203,0.962694620424423,"proteasome 20S subunit beta 9","Psmb9","24967"
"139","ENSRNOG00000000461",5368.65321233356,0.0776334119709429,0.0938617617592698,0.278593631197726,0.645197007971137,"bromodomain containing 2","Brd2","294276"
"140","ENSRNOG00000000463",30.1409274297227,-0.0237765383771027,0.141252785889241,0.407786320943315,NA,"collagen type XI alpha 2 chain","Col11a2","294279"
"141","ENSRNOG00000000464",1382.02807393766,-0.0917120388701589,0.12985566413869,0.2396486250936,0.613675390346924,"retinoid X receptor beta","Rxrb","361801"
"142","ENSRNOG00000000465",2299.87305765388,-0.0359863814008487,0.124168024772216,0.582196697957433,0.838814149107236,"solute carrier family 39 member 7","Slc39a7","294281"
"143","ENSRNOG00000000466",3005.64187209964,-0.0859119426966235,0.141146187958625,0.238191632770406,0.613115925636689,"hydroxysteroid (17-beta) dehydrogenase 8","Hsd17b8","361802"
"144","ENSRNOG00000000467",1024.69014003069,-0.0260679366256096,0.114825978994302,0.702739789283324,0.890152703715025,"ring finger protein 1","Ring1","309626"
"145","ENSRNOG00000000470",1446.07514391067,0.137564124413208,0.147575221210412,0.117066103501598,0.47240881486652,"VPS52 subunit of GARP complex","Vps52","25218"
"146","ENSRNOG00000000471",19818.6061304962,-0.102936392908546,0.163299087707495,0.145124021568946,0.511055273447306,"Beta-1,3-galactosyltransferase 4","B3galt4","171079"
"147","ENSRNOG00000000471",19818.6061304962,-0.102936392908546,0.163299087707495,0.145124021568946,0.511055273447306,"ribosomal protein S18","Rps18","294282"
"148","ENSRNOG00000000473",2535.94825089612,-0.126802383200408,0.136451107422246,0.130445616577624,0.491487597527881,"prefoldin subunit 6","Pfdn6","309629"
"149","ENSRNOG00000000474",960.643603949801,-0.0179590681586503,0.114332008598325,0.790251515233387,0.924097524746519,"ral guanine nucleotide dissociation stimulator like 2","Ralgdsl2","294283"
"150","ENSRNOG00000000476",492.914020797709,-0.0204839017212633,0.126926347859364,0.724649334279753,0.899451741963081,"zinc finger and BTB domain containing 22","Zbtb22","309630"
"151","ENSRNOG00000000477",1168.23164160561,-0.0249859857982336,0.109081489273946,0.718669476061497,0.897154822912297,"death-domain associated protein","Daxx","140926"
"152","ENSRNOG00000000478",12.925231792571,0.0110044665935253,0.140394823446489,0.609371744131079,NA,NA,NA,NA
"153","ENSRNOG00000000479",1591.92847663694,0.018102468424521,0.128361299180323,0.744517387188868,0.90622722074685,"kinesin family member C1","Kifc1","294286"
"154","ENSRNOG00000000480",319.836188664731,-0.0112118547705807,0.127242280311692,0.825078745904388,0.939258226389507,"PHD finger protein 1","Phf1","294287"
"155","ENSRNOG00000000481",3492.92532690792,-0.197779341157481,0.167343430395826,0.0440855218029603,0.322359451333785,"cutA divalent cation tolerance homolog","Cuta","294288"
"156","ENSRNOG00000000483",26.2364025323853,0.00246966343101258,0.138357369062503,0.934828669682932,NA,"synaptic Ras GTPase activating protein 1","Syngap1","192117"
"157","ENSRNOG00000000485",4307.86472285596,-0.123806855832046,0.135533764968545,0.1400784106015,0.504941556357607,"BCL2-antagonist/killer 1","Bak1","116502"
"158","ENSRNOG00000000486",1009.1956547996,-0.00370755077594005,0.140425940583482,0.818346612632776,0.935899164723673,"gametogenetin binding protein 1","Ggnbp1","494520"
"159","ENSRNOG00000000488",5292.04078210529,-0.16028497414561,0.209524969944772,0.0643144335635105,0.37738261973911,"high mobility group AT-hook 1","Hmga1","117062"
"160","ENSRNOG00000000490",29801.4003154627,-0.284192195793596,0.217738332018311,0.0179464549940657,0.215755427779766,"ribosomal protein S10","Rps10","81773"
"161","ENSRNOG00000000493",5366.00718622435,-0.178614651031646,0.185026814468327,0.0595429840882574,0.364852999916475,"small nuclear ribonucleoprotein polypeptide C","Snrpc","361808"
"162","ENSRNOG00000000495",324.000863602451,0.00924770831556677,0.132646639186261,0.873541118146205,0.955907884476599,"bridge-like lipid transfer protein family member 3A","Bltp3a","309637"
"163","ENSRNOG00000000498",369.139275268464,0.0114803864455148,0.129892437148801,0.828904355517074,0.940509875180575,"ankyrin repeat and sterile alpha motif domain containing 1A","Anks1a","309639"
"164","ENSRNOG00000000499",14.9417752220483,0.00158851639970066,0.139635649004912,0.946404626936786,NA,"t-complex 11","Tcp11","309641"
"165","ENSRNOG00000000500",7.14103606376557,0.00461857928040813,0.140992662386887,0.712555800533947,NA,"signal peptide, CUB domain and EGF like domain containing 3","Scube3","294297"
"166","ENSRNOG00000000501",352.223884648506,-0.0222618129715834,0.130615011651986,0.678270849604785,0.881633866172413,"zinc finger protein 523","Zfp523","361809"
"167","ENSRNOG00000000502",3201.40933249916,-0.0981028065425545,0.109497854785714,0.202714087002788,0.573699205400484,"DEF6 guanine nucleotide exchange factor","Def6","309642"
"168","ENSRNOG00000000503",198.954337040397,-0.0289686093538158,0.136899850479067,0.524371558657786,0.811027060904618,"peroxisome proliferator-activated receptor delta","Ppard","25682"
"169","ENSRNOG00000000504",1530.97703475343,-0.059308343067584,0.12410519393745,0.404144400101235,0.739424185182896,"FA complementation group E","Fance","309643"
"170","ENSRNOG00000000505",67309.9787547538,-0.118001460703488,0.150785786538247,0.176933411560769,0.546019481856854,"ribosomal protein L10A","Rpl10a","81729"
"171","ENSRNOG00000000505",67309.9787547538,-0.118001460703488,0.150785786538247,0.176933411560769,0.546019481856854,"ribosomal protein L10A like 1","Rpl10al1","366656"
"172","ENSRNOG00000000506",49.4248186631323,-0.0161180904679163,0.140396985334039,0.522896420280052,NA,"TEA domain transcription factor 3","Tead3","294299"
