"","ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GENENAME","SYMBOL","ENTREZID"
"22","ENSRNOG00000000081",1436.85532257677,0.155059730503973,0.173546591629634,0.893476092200565,0.371602269667499,0.716382415122284,"ANTXR cell adhesion molecule 2","Antxr2","305633"
"23","ENSRNOG00000000082",4759.1896734069,0.437670609656997,0.414299654410999,1.05641075245217,0.29078059564383,0.653997843027461,"helicase-like transcription factor","Hltf","295568"
"24","ENSRNOG00000000095",1870.10390554328,0.0574995682502353,0.218753131417105,0.262851406413007,0.792665111618756,0.925066381595902,"G protein-coupled receptor 89B","Gpr89b","362003"
"25","ENSRNOG00000000097",205.537089085292,0.426752012846157,0.305150972693871,1.39849468307046,0.16196456819958,0.531621486256557,NA,NA,NA
"26","ENSRNOG00000000098",2362.79559477047,0.0675597493121901,0.129270619129002,0.522622617323203,0.601236898045306,0.849600546631837,"ring finger protein 115","Rnf115","362002"
"27","ENSRNOG00000000104",2592.97800350378,-0.30798185333018,0.18362254793069,-1.6772550909512,0.0934926103115186,0.434721255667781,"THO complex subunit 3","Thoc3","290519"
"28","ENSRNOG00000000108",762.200425613404,-0.161020391225716,0.243475900911398,-0.661340159839114,0.508394192265676,0.803006087533951,"aspartylglucosaminidase","Aga","290923"
"29","ENSRNOG00000000111",361.316324880841,-0.417936234390839,0.214267144629945,-1.9505381243244,0.0511120139644612,0.338415528120353,"coordinator of PRMT5 and differentiation stimulator","Coprs","290925"
"30","ENSRNOG00000000112",576.17760934065,0.0121433943686034,0.221560991782892,0.0548083589574412,0.956291140929444,0.985818058627465,"chromosome alignment maintaining phosphoprotein 1","Champ1","306647"
"31","ENSRNOG00000000113",225.922075141382,0.160326438906279,0.363206819448168,0.441419131804485,0.658909594240054,0.877340114348361,"elaC ribonuclease Z 1","Elac1","307604"
"32","ENSRNOG00000000121",387.786162547718,-0.420309348028559,0.206346745702155,-2.03690805298787,0.0416592569844284,0.314106886716637,"phosphatidylinositol glycan anchor biosynthesis, class V","Pigv","366478"
"33","ENSRNOG00000000122",8161.84657688347,-0.188677243928368,0.165843908414084,-1.13767967562169,0.255254263192091,0.62536470549644,"adenylate kinase 2","Ak2","24184"
"34","ENSRNOG00000000123",2669.14300678006,-0.291926964889129,0.263152766372135,-1.1093440852387,0.267281773759481,0.634036845520352,"ring finger protein 19B","Rnf19b","313806"
"35","ENSRNOG00000000124",31.8048540760181,0.207232383819168,0.559384870683872,0.370464763492473,0.7110362264684,NA,"transmembrane protein 234-like","LOC103690615","103690615"
"36","ENSRNOG00000000127",869.44296634717,-0.305740904022885,0.269590609871059,-1.13409329860976,0.256755414348137,0.626615303827126,"karyopherin subunit alpha 6","Kpna6","362607"
"37","ENSRNOG00000000130",354.820102065914,-0.202813413808924,0.277694203079522,-0.73034802873017,0.465177477388698,0.775682413955584,"DnaJ heat shock protein family (Hsp40) member B5","Dnajb5","313811"
"38","ENSRNOG00000000133",4551.63094525389,-0.208427135760373,0.170225577475424,-1.22441726355996,0.220794860111311,0.594915757680789,"thioredoxin domain containing 15","Txndc15","307180"
"39","ENSRNOG00000000137",903.343051307745,0.560994789746591,0.344726770238195,1.62736067569966,0.103660518249952,0.453042226593358,"lymphocyte antigen 86","Ly86","291359"
"40","ENSRNOG00000000142",161.02457100047,0.869831401600064,0.665080027395148,1.30785975487318,0.190920882037871,0.560937868903527,"plexin domain containing 2","Plxdc2","361282"
"41","ENSRNOG00000000145",223.853656910747,0.129609700912514,0.35293490656708,0.367234009730572,0.713444472776043,0.894949903322527,"phosphoinositide-3-kinase regulatory subunit 3","Pik3r3","60664"
"42","ENSRNOG00000000150",2475.31683710797,0.0640587085543332,0.225887667144093,0.28358656921925,0.776727230944578,0.919281419239443,"DnaJ heat shock protein family (Hsp40) member C1","Dnajc1","100360412"
"43","ENSRNOG00000000151",330.014172420433,-0.249435956687215,0.313716461129657,-0.795099995037,0.426555337549828,0.75456994151484,"low density lipoprotein receptor adaptor protein 1","Ldlrap1","500564"
"44","ENSRNOG00000000155",532.565594263194,0.240052946072105,0.295728065036982,0.811735423359582,0.416943463550117,0.749516154428058,"component of oligomeric golgi complex 3","Cog3","361073"
"45","ENSRNOG00000000157",3122.20354079425,0.0676063071676987,0.261523732004738,0.258509262809365,0.796013901130587,0.926458624450188,"autophagy related 12","Atg12","361321"
"46","ENSRNOG00000000158",93.8955508799841,0.104476365829501,0.417496228475009,0.250245053017899,0.802397846062985,0.929234002382981,"cysteine dioxygenase type 1","Cdo1","81718"
"47","ENSRNOG00000000161",801.352701251937,0.628520189005608,0.316150996910456,1.9880379791547,0.0468074897552381,0.328617843893463,"CHM Rab escort protein","Chm","24942"
"48","ENSRNOG00000000164",9371.20210245764,0.429073798733189,0.26180248512869,1.6389217945058,0.101229548076372,0.45003533880602,"lysosomal-associated membrane protein 2","Lamp2","24944"
"49","ENSRNOG00000000165",93.8770501968219,0.364030212633344,0.432850631291181,0.841006542019941,0.400344269477651,0.738483394038085,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1","Pfkfb1","24638"
"50","ENSRNOG00000000166",385.283181518998,-0.236570427286805,0.306955991967482,-0.770698189569361,0.440885845297561,0.763649223816993,"apurinic/apyrimidinic endodeoxyribonuclease 2","Apex2","317628"
"51","ENSRNOG00000000167",1292.4202999698,-0.559694547262418,0.935290200707971,-0.598418059805133,0.549561018348606,0.823299290675089,"5'-aminolevulinate synthase 2","Alas2","25748"
"52","ENSRNOG00000000168",1678.58780691178,-0.0831053454919537,0.207146886573207,-0.401190415490912,0.688279936742147,0.885775524362583,"glycine amidinotransferase","Gatm","81660"
"53","ENSRNOG00000000169",531.368721833767,-0.19239644947069,0.178901861632676,-1.07543011411319,0.282182205356253,0.648267915058028,"AFG2 AAA ATPase homolog B","Afg2b","691729"
"54","ENSRNOG00000000170",2343.69995286333,0.386872363622782,0.236934136984823,1.63282660973232,0.10250546888061,0.451743854984609,"solute carrier family 30 member 4","Slc30a4","64469"
"55","ENSRNOG00000000172",668.918053816195,-0.576256349892351,0.19326941622454,-2.98162203389106,0.00286725746942546,0.0870982455504249,"sulfide quinone oxidoreductase","Sqor","691966"
"56","ENSRNOG00000000175",203.571169782433,-0.158180819382581,0.361649282889663,-0.437387344221117,0.661830460815656,0.878257898005543,"MIER family member 2","Mier2","362841"
"57","ENSRNOG00000000177",546.804570491561,-0.388714261888251,0.179194559232799,-2.16923026877873,0.0300652062095106,0.271230089298953,"phospholipid phosphatase 2","Plpp2","246115"
"58","ENSRNOG00000000184",31.7942044820871,-0.311211615786584,0.601736300882695,-0.517189365723929,0.605023974758747,NA,"transmembrane serine protease 6","Tmprss6","315388"
"59","ENSRNOG00000000185",857.502899462294,-0.318843532758412,0.168862143449773,-1.88818835438536,0.0590006686655871,0.36328967699173,"mercaptopyruvate sulfurtransferase","Mpst","192172"
"60","ENSRNOG00000000186",39.6101562106628,-1.71515453410093,0.937581436735558,-1.82933926259536,0.0673488003215169,NA,"thiosulfate sulfurtransferase","Tst","25274"
"61","ENSRNOG00000000187",474.966912722994,0.0377168233648065,0.473445836957888,0.0796644946909973,0.936504098800927,0.978898257000127,"colony stimulating factor 2 receptor subunit beta","Csf2rb","171081"
"62","ENSRNOG00000000195",3586.88207478982,0.414992047384558,0.24516502555373,1.69270492986207,0.0905116464316191,0.43062059950856,"von Willebrand factor A domain containing 5A","Vwa5a","301097"
"63","ENSRNOG00000000204",9972.75993495783,0.217057553179055,0.180481810679155,1.20265611455395,0.229109423060802,0.603989160308502,"synaptotagmin binding, cytoplasmic RNA interacting protein","Syncrip","363113"
"64","ENSRNOG00000000219",1091.54541007099,-0.148494540134809,0.170063515869334,-0.873171058329193,0.382569847298618,0.725440076956619,"anoctamin 10","Ano10","301111"
"65","ENSRNOG00000000221",1347.60694982375,0.0231668845055164,0.277783996171482,0.0833989172335725,0.933534349436544,0.97808763457534,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase","Abhd5","316122"
"66","ENSRNOG00000000230",1055.06728771869,-0.260935890508315,0.174107497108347,-1.4987056550812,0.133950009015225,0.497073289647436,"lipase maturation factor 1","Lmf1","360495"
"67","ENSRNOG00000000231",61.4975679865149,-0.197483750386642,0.792862241972547,-0.24907700219817,0.803301218535868,NA,"potassium channel tetramerization domain containing 17","Kctd17","300317"
"68","ENSRNOG00000000236",4299.36629979285,0.302198104790321,0.156346073745582,1.93287939729193,0.0532510564551011,0.345782575087901,"zinc finger protein 207","Zfp207","303763"
"69","ENSRNOG00000000237",186.370109909415,0.342175436574396,0.481061629085195,0.7112923082747,0.476903116998807,0.782947878804039,"similar to human chromosome 17 open reading frame 75","C10h17orf75","303764"
"70","ENSRNOG00000000239",5663.5102207442,0.0600777604079918,0.489414031403952,0.122754470760984,0.90230152856525,0.96666066648305,"C-C motif chemokine ligand 7","Ccl7","287561"
"71","ENSRNOG00000000244",682.651085242983,-0.15473185965116,0.157655373625199,-0.981456299859531,0.326367774379516,0.680964300827086,"coilin","Coil","50998"
"72","ENSRNOG00000000245",1243.38564273675,0.226234027232955,0.172039703868321,1.3150105594585,0.188506353670207,0.558277376708225,"solute carrier family 16, member 6","Slc16a6","303772"
"73","ENSRNOG00000000246",1439.09133691034,-0.173814916161136,0.201488866381826,-0.862652707727048,0.388328441598534,0.729372294571761,"archaelysin family metallopeptidase 2","Amz2","360650"
"74","ENSRNOG00000000247",735.182937952806,-0.136540795178277,0.185557165203835,-0.735842213521025,0.461826727864483,0.773750154507328,"major facilitator superfamily domain containing 11","Mfsd11","360667"
"75","ENSRNOG00000000248",10699.3160113172,0.13648317591693,0.193740796240783,0.704462759342163,0.48114463407242,0.785664394989723,"serine and arginine rich splicing factor 2","Srsf2","494445"
"76","ENSRNOG00000000249",304.238444742759,-0.244439450839845,0.212400244992612,-1.15084354468776,0.249796606888228,0.62197266213442,"methyltransferase 23, arginine","Mettl23","287918"
"77","ENSRNOG00000000250",3335.88871768202,-0.179589642570188,0.168405246368837,-1.06641358533958,0.286236723150401,0.650070834443908,"jumonji domain containing 6, arginine demethylase and lysine hydroxylase","Jmjd6","360665"
"78","ENSRNOG00000000258",3189.03554953453,0.0185356116212785,0.130347571861625,0.142201433878306,0.886920899229437,0.960577857470238,"protein arginine methyltransferase 7","Prmt7","361402"
"79","ENSRNOG00000000262",896.120273557981,0.286006708463702,0.174222852409772,1.64161419990423,0.1006699829736,0.449814660971127,NA,NA,NA
"80","ENSRNOG00000000264",174.031043594358,-0.129707263433255,0.356180306947665,-0.364161804858888,0.715737186916766,0.896142887636888,"differentially expressed in FDCP 8 homolog","Def8","307973"
"81","ENSRNOG00000000275",998.263930095972,0.138614756174113,0.273625797390281,0.506585115497727,0.612445954266279,0.85299327480839,"family with sequence similarity 13, member C","Fam13c","294565"
"82","ENSRNOG00000000277",197.804412040926,0.579044276557027,0.504725148020791,1.14724673186519,0.251279662528796,0.62197266213442,"tet methylcytosine dioxygenase 1","Tet1","309902"
"83","ENSRNOG00000000279",265.83019519134,-0.119709177109822,0.245999867438404,-0.486622933403801,0.626525568443125,0.859500373144352,"reticulon 4 interacting protein 1","Rtn4ip1","309912"
"84","ENSRNOG00000000283",454.626124074176,-0.076704315997759,0.288958698297673,-0.265450794351037,0.790662210893529,0.924284093393441,"ess-2 splicing factor homolog","Ess2","360741"
"85","ENSRNOG00000000288",121.947856700711,0.232500444004849,0.665890252798501,0.349157301864282,0.726971219530282,0.900284240607129,"scavenger receptor class F, member 2","Scarf2","287949"
"86","ENSRNOG00000000299",56.163196155881,0.662029401398114,0.511644309159911,1.29392507557668,0.195691302064895,NA,"forkhead box O3","Foxo3","294515"
"87","ENSRNOG00000000302",800.805914643474,0.00639420506574436,0.173039598506445,0.0369522648049036,0.970523066888772,0.991250434761581,"sestrin 1","Sesn1","294518"
"88","ENSRNOG00000000303",557.456184296888,0.242928375654981,0.175917239769588,1.38092421170979,0.167302264641395,0.536847881325334,"centrosomal protein 57-like 1","Cep57l1","294519"
"89","ENSRNOG00000000304",11257.4261837408,0.307190580961651,0.220965176855537,1.39022168711447,0.164461569862589,0.535017771525257,"CD164 molecule","Cd164","83689"
"90","ENSRNOG00000000306",332.45118912955,-0.0992712885044997,0.274922867121318,-0.361087782707771,0.71803382599961,0.897154822912297,"sphingomyelin phosphodiesterase 2","Smpd2","83537"
"91","ENSRNOG00000000307",765.291257094371,0.0388395530005976,0.189403632486295,0.20506234484921,0.837523415684323,0.944021229620972,"microtubule associated monooxygenase, calponin and LIM domain containing 1","Mical1","294520"
"92","ENSRNOG00000000308",150.357642676958,-0.0431717088148629,0.279942782634734,-0.154216188067234,0.877439278646761,0.957641191075247,"zinc finger and BTB domain containing 24","Zbtb24","365590"
"93","ENSRNOG00000000312",367.240929425891,0.0022239521999383,0.238281200728489,0.00933330952311424,0.992553204546356,0.998151308556343,"FIG4 phosphoinositide 5-phosphatase","Fig4","309855"
"94","ENSRNOG00000000314",2595.70273674791,0.345711499526615,0.204787576613401,1.68814683607127,0.0913830456434994,0.432398788544829,"SEC63 homolog, protein translocation regulator","Sec63","309858"
"95","ENSRNOG00000000321",205.087375028604,-0.606381387509312,0.99094523670722,-0.611922198167315,0.540589234065427,0.819043837312918,"CD24 molecule","Cd24","25145"
"96","ENSRNOG00000000322",1308.97819246743,0.082476165852486,0.156351572154728,0.527504550903181,0.597843256960902,0.848472386000981,"autophagy related 5","Atg5","365601"
"97","ENSRNOG00000000323",525.818883557726,0.835493134590082,0.272429821702869,3.06681966521759,0.00216349337965435,0.0755563562189104,"PR/SET domain 1","Prdm1","309871"
"98","ENSRNOG00000000327",376.743353327892,0.119240486808292,0.224742441444575,0.530565059460289,0.595720213718503,0.847442813568364,"HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1","Hace1","361866"
"99","ENSRNOG00000000340",19470.9433282409,-0.0829516298250245,0.137563950744108,-0.603004125545423,0.546505944705344,0.821816164373311,"RNA transcription, translation and transport factor","Rtraf","302247"
"100","ENSRNOG00000000341",491.884350338396,0.931991777941136,0.454212016905907,2.05188709953089,0.0401806358694085,0.308259123566857,"nidogen 2","Nid2","302248"
"101","ENSRNOG00000000368",12.6469126989649,-0.881407177151789,0.975863957796624,-0.903207019902542,0.366416032872877,NA,"glutamate ionotropic receptor kainate type subunit 2","Grik2","54257"
"102","ENSRNOG00000000373",21.0108725561059,0.306222267799658,0.706297544598794,0.433559864594467,0.664608085266439,NA,"catenin alpha 3","Ctnna3","361839"
"103","ENSRNOG00000000383",44.7569260812783,-2.17951957940587,4.17068181725036,-0.522581121003084,0.601265781156656,NA,"myopalladin","Mypn","309760"
"104","ENSRNOG00000000387",801.583672030974,0.477006275184615,0.187398391359272,2.54541285933517,0.0109148602669384,0.174775927059203,"DNA replication helicase/nuclease 2","Dna2","309762"
"105","ENSRNOG00000000387",801.583672030974,0.477006275184615,0.187398391359272,2.54541285933517,0.0109148602669384,0.174775927059203,"solute carrier family 25 member 16","Slc25a16","361836"
"106","ENSRNOG00000000392",1233.39666878479,-0.0574092094500098,0.185988593001555,-0.308670593844053,0.757572114914424,0.912184291101003,"Suv3 like RNA helicase","Supv3l1","294385"
"107","ENSRNOG00000000394",5076.31341616105,0.178593089887327,0.367947227897163,0.485376913716665,0.627409005578,0.86009049109037,"serglycin","Srgn","56782"
"108","ENSRNOG00000000395",698.784577145965,0.266614098372226,0.183096358133757,1.45614091448754,0.145353669122255,0.511506697802923,"kinesin family binding protein","Kifbp","606294"
"109","ENSRNOG00000000396",1518.40523407285,0.315432847470828,0.301058386937501,1.04774642114957,0.294755453759045,0.656453607403507,"DExD-box helicase 50","Ddx50","361848"
"110","ENSRNOG00000000397",1785.25979961758,0.50134565229725,0.191634276940821,2.61615855107212,0.00889252545877876,0.158934697563887,"cell division cycle and apoptosis regulator 1","Ccar1","361849"
"111","ENSRNOG00000000398",690.900059487785,0.379044867651933,0.228999517245791,1.65522125203912,0.097879625837446,0.442909197201639,"zinc finger containing ubiquitin peptidase 1","Zup1","294390"
"112","ENSRNOG00000000405",39.913961591579,-4.81259560518085,4.19155864926319,-1.14816372807448,0.250900979943089,NA,"vestigial-like family member 2","Vgll2","309772"
"113","ENSRNOG00000000407",54.3655374616627,-0.0448448654876312,0.481424941457965,-0.0931502745824123,0.925784177684767,NA,"discoidin, CUB and LCCL domain containing 1","Dcbld1","309773"
"114","ENSRNOG00000000408",737.635515317791,0.199557406689601,0.189130544281591,1.05513050495157,0.291365642267732,0.654157373214551,"golgi associated PDZ and coiled-coil motif containing","Gopc","309774"
"115","ENSRNOG00000000411",2723.94066019538,0.0429016081071571,0.164306316811252,0.261107478639671,0.794009624564619,0.925824902413684,"NUS1 dehydrodolichyl diphosphate synthase subunit","Nus1","294400"
"116","ENSRNOG00000000414",92.3493951551024,0.314531849475955,0.597672973443115,0.526260787172588,0.598707024132707,0.849168988383066,"centrosomal protein 85-like","Cep85l","100365935"
"117","ENSRNOG00000000415",825.25704883546,0.103446739286104,0.154356849498431,0.670179131164218,0.502743605534079,0.799851306456888,"anti-silencing function 1A histone chaperone","Asf1a","294408"
"118","ENSRNOG00000000417",1309.15221789447,0.0935139547376258,0.230779364509825,0.40520934328877,0.685323637699772,0.884569728912299,"nuclear mitotic apparatus protein 1","Numa1","308870"
"119","ENSRNOG00000000420",3334.79579453047,-0.269384398746402,0.167394543401046,-1.60927825527148,0.107555511617025,0.458887376012582,"negative elongation factor complex member E","Nelfe","294258"
"120","ENSRNOG00000000421",597.500764086174,-0.0973913359967303,0.283026769999583,-0.344106446174239,0.730766235263344,0.902042824574285,"SKI2 subunit of superkiller complex","Skic2","294260"
"121","ENSRNOG00000000422",441.79358323235,-0.181022597114252,0.183612576618461,-0.98589432406043,0.324184972453468,0.678925727964743,"decapping exoribonuclease","Dxo","361799"
"122","ENSRNOG00000000431",2198.45516271282,-0.158041650438553,0.208493856508021,-0.758015862364142,0.448441486740188,0.765859223387612,"activating transcription factor 6 beta","Atf6b","406169"
"123","ENSRNOG00000000432",441.169949765865,-0.327034175767645,0.298647626512578,-1.0950503092442,0.273494596515733,0.639108370552468,"FKBP prolyl isomerase like","Fkbpl","406168"
"124","ENSRNOG00000000433",420.137028063882,-0.667459670836585,0.441122832574832,-1.51309254826059,0.130256152181947,0.491373854404064,"proline-rich transmembrane protein 1","Prrt1","406167"
"125","ENSRNOG00000000435",933.649415228481,-0.508780634219291,0.20844651804888,-2.44082097883728,0.0146539170239238,0.196428481043665,"palmitoyl-protein thioesterase 2","Ppt2","54398"
"126","ENSRNOG00000000436",110.793908889229,0.0262383135471966,0.480847319748704,0.054566829156725,0.956483565866893,0.985837895835105,"EGF-like-domain, multiple 8","Egfl8","406166"
"127","ENSRNOG00000000437",1906.33035250669,-0.405901381848522,0.308990376051297,-1.31363761886596,0.188968182782241,0.558462987673328,"1-acylglycerol-3-phosphate O-acyltransferase 1","Agpat1","406165"
"128","ENSRNOG00000000438",1130.23051412919,-0.484685586158191,0.184945024211506,-2.62070087164874,0.00877492182836274,0.158073552240364,"ring finger protein 5","Rnf5","407784"
"129","ENSRNOG00000000439",63.2835663183815,0.4370722627524,0.664289682362375,0.657954314747242,0.51056748774966,NA,"advanced glycosylation end product-specific receptor","Ager","81722"
"130","ENSRNOG00000000440",1151.06642393192,0.0396296993242916,0.195346560601034,0.202868682214627,0.839237673236297,0.944651551359766,"PBX homeobox 2","Pbx2","406164"
"131","ENSRNOG00000000441",1466.72981803542,-0.441987839170421,0.131533042593401,-3.36027989968049,0.000778635442136234,0.0413075479230961,"G-protein signaling modulator 3","Gpsm3","406163"
"132","ENSRNOG00000000442",285.571936736607,-0.522252538083177,0.429509605559185,-1.21592749341018,0.224012543723715,0.59882197940702,"notch receptor 4","Notch4","406162"
"133","ENSRNOG00000000451",23785.125544653,0.610584940592025,0.203393061093025,3.00199494176826,0.00268216632403302,0.0846616439311173,"RT1 class II, locus Ba","RT1-Ba","309621"
"134","ENSRNOG00000000454",101.841712002447,1.76907956113766,0.422943865885343,4.18277625905382,2.8797076418523e-05,0.00607138361157192,"RT1 class II, locus DOb","RT1-DOb","365542"
"135","ENSRNOG00000000455",1520.75840275048,-0.11093104741264,0.221260682674222,-0.50135905788545,0.61611844849479,0.854642772084772,"transporter 2, ATP binding cassette subfamily B member","Tap2","24812"
"136","ENSRNOG00000000456",9211.24445667099,-0.147430971732887,0.211731576055729,-0.696310746272832,0.486234244720062,0.789410867980409,"proteasome 20S subunit beta 8","Psmb8","24968"
"137","ENSRNOG00000000457",1781.5392220805,0.0830000007710512,0.323665073561698,0.256437927817471,0.79761270453518,0.926660588915777,"transporter 1, ATP binding cassette subfamily B member","Tap1","24811"
"138","ENSRNOG00000000459",3121.11282678122,-0.052468739414393,0.386421527239001,-0.135781098401232,0.89199433395203,0.962694620424423,"proteasome 20S subunit beta 9","Psmb9","24967"
"139","ENSRNOG00000000461",5368.65321233356,0.119743544027392,0.110517127724997,1.083484039916,0.278593631197726,0.645197007971137,"bromodomain containing 2","Brd2","294276"
"140","ENSRNOG00000000463",30.1409274297227,-0.56980023969481,0.68833454212113,-0.82779550469594,0.407786320943315,NA,"collagen type XI alpha 2 chain","Col11a2","294279"
"141","ENSRNOG00000000464",1382.02807393766,-0.208208693419165,0.177068459368369,-1.17586550513783,0.2396486250936,0.613675390346924,"retinoid X receptor beta","Rxrb","361801"
"142","ENSRNOG00000000465",2299.87305765388,-0.12540818363026,0.227940750712591,-0.550178865508722,0.582196697957433,0.838814149107236,"solute carrier family 39 member 7","Slc39a7","294281"
"143","ENSRNOG00000000466",3005.64187209964,-0.259178756670489,0.219732609885087,-1.1795188561499,0.238191632770406,0.613115925636689,"hydroxysteroid (17-beta) dehydrogenase 8","Hsd17b8","361802"
"144","ENSRNOG00000000467",1024.69014003069,-0.0719134764560945,0.188440328343631,-0.381624661176329,0.702739789283324,0.890152703715025,"ring finger protein 1","Ring1","309626"
"145","ENSRNOG00000000470",1446.07514391067,0.267149014141854,0.170461757764529,1.56720790425549,0.117066103501598,0.47240881486652,"VPS52 subunit of GARP complex","Vps52","25218"
"146","ENSRNOG00000000471",19818.6061304962,-0.388122222415195,0.266389565215834,-1.45697231834412,0.145124021568946,0.511055273447306,"Beta-1,3-galactosyltransferase 4","B3galt4","171079"
"147","ENSRNOG00000000471",19818.6061304962,-0.388122222415195,0.266389565215834,-1.45697231834412,0.145124021568946,0.511055273447306,"ribosomal protein S18","Rps18","294282"
"148","ENSRNOG00000000473",2535.94825089612,-0.245496570230997,0.162328205258944,-1.51234697531081,0.130445616577624,0.491487597527881,"prefoldin subunit 6","Pfdn6","309629"
"149","ENSRNOG00000000474",960.643603949801,-0.0506461984629908,0.190410680537248,-0.265984021064845,0.790251515233387,0.924097524746519,"ral guanine nucleotide dissociation stimulator like 2","Ralgdsl2","294283"
"150","ENSRNOG00000000476",492.914020797709,-0.0958950157931536,0.272234180678973,-0.352251930870635,0.724649334279753,0.899451741963081,"zinc finger and BTB domain containing 22","Zbtb22","309630"
"151","ENSRNOG00000000477",1168.23164160561,-0.0599005939434466,0.166280804035848,-0.360237576975708,0.718669476061497,0.897154822912297,"death-domain associated protein","Daxx","140926"
"152","ENSRNOG00000000478",12.925231792571,0.45770472362895,0.895755748487875,0.510970456401314,0.609371744131079,NA,NA,NA,NA
"153","ENSRNOG00000000479",1591.92847663694,0.0939516416395665,0.288303961028707,0.325877040691132,0.744517387188868,0.90622722074685,"kinesin family member C1","Kifc1","294286"
"154","ENSRNOG00000000480",319.836188664731,-0.0633993436979491,0.286852042191282,-0.221017578308445,0.825078745904388,0.939258226389507,"PHD finger protein 1","Phf1","294287"
"155","ENSRNOG00000000481",3492.92532690792,-0.341176356249344,0.169463216863669,-2.01327676037105,0.0440855218029603,0.322359451333785,"cutA divalent cation tolerance homolog","Cuta","294288"
"156","ENSRNOG00000000483",26.2364025323853,0.0542672502198868,0.663647587577017,0.0817711858458146,0.934828669682932,NA,"synaptic Ras GTPase activating protein 1","Syngap1","192117"
